id,hospital_1,hospital_2,subway_1,subway_2,school_1,school_2
17031690900.0,6.0,7.0,3,4,1,1
17031691000.0,7.0,7.0,2,2,1,1
17031691100.0,5.0,9.0,2,3,1,1
17031691200.0,6.0,10.0,1,3,1,1
17031691300.0,8.0,8.0,1,3,1,1
17031691400.0,6.0,7.0,3,4,1,1
17031691500.0,5.0,6.0,5,6,1,1
17031700100.0,3.0,4.0,8,9,1,1
17031700200.0,5.0,5.0,4,6,1,1
17031700301.0,4.0,7.0,6,8,1,1
17031700302.0,3.0,7.0,6,8,1,1
17031700401.0,4.0,4.0,6,8,1,1
17031700402.0,3.0,5.0,7,9,1,1
17031700501.0,3.0,4.0,8,9,1,1
17031700502.0,2.0,5.0,9,10,1,1
17031710100.0,5.0,11.0,4,4,1,1
17031710200.0,7.0,9.0,5,5,1,1
17031710300.0,7.0,8.0,6,6,1,1
17031710400.0,5.0,6.0,7,9,1,1
17031710500.0,5.0,6.0,8,9,1,1
17031710600.0,7.0,8.0,7,7,1,1
17031710700.0,8.0,8.0,6,6,1,1
17031710800.0,7.0,10.0,5,5,1,1
17031710900.0,8.0,12.0,3,4,1,1
17031711000.0,9.0,10.0,5,5,1,1
17031711100.0,8.0,9.0,7,7,1,1
17031711200.0,7.0,8.0,10,10,1,1
17031711300.0,8.0,8.0,8,10,1,1
17031711400.0,10.0,10.0,5,6,1,1
17031711500.0,10.0,12.0,3,5,1,1
17031720100.0,7.0,9.0,9,11,1,1
17031720200.0,6.0,11.0,8,10,1,1
17031720300.0,5.0,10.0,9,11,1,1
17031720400.0,2.0,7.0,12,12,1,1
17031720500.0,3.0,8.0,11,13,1,1
17031720600.0,4.0,9.0,10,12,1,1
17031720700.0,6.0,11.0,8,11,1,1
17031730100.0,11.0,12.0,2,5,1,1
17031730201.0,9.0,10.0,6,8,1,1
17031730202.0,10.0,11.0,4,6,1,1
17031730300.0,8.0,9.0,7,9,1,1
17031730400.0,10.0,12.0,6,8,1,1
17031730500.0,11.0,12.0,4,7,1,1
17031730600.0,9.0,13.0,6,9,1,1
17031730700.0,8.0,13.0,6,9,1,1
17031740200.0,3.0,4.0,11,13,1,1
17031760801.0,2.0,7.0,2,10,2,2
17031760802.0,3.0,7.0,3,9,2,2
17031760803.0,2.0,8.0,3,10,2,3
17031770902.0,2.0,7.0,2,10,2,3
17031810400.0,1.0,7.0,2,9,1,2
17031830500.0,8.0,9.0,4,4,1,1
17031830600.0,5.0,9.0,2,3,1,1
17031830700.0,2.0,4.0,2,3,1,1
17031830800.0,1.0,4.0,1,1,1,2
17031830900.0,4.0,7.0,3,3,1,1
17031831000.0,4.0,5.0,1,4,1,1
17031831100.0,2.0,8.0,1,1,1,2
17031831200.0,6.0,8.0,5,6,1,1
17031831300.0,8.0,8.0,3,4,1,2
17031831400.0,1.0,6.0,2,2,1,1
17031831500.0,1.0,5.0,5,6,1,1
17031831600.0,1.0,4.0,4,5,1,1
17031831700.0,4.0,4.0,3,4,1,1
17031831800.0,4.0,8.0,3,3,1,1
17031831900.0,5.0,7.0,1,2,1,1
17031832000.0,3.0,3.0,1,2,1,2
17031832100.0,1.0,5.0,1,2,1,2
17031832200.0,3.0,6.0,2,3,1,1
17031832300.0,4.0,6.0,2,3,1,1
17031832400.0,3.0,4.0,1,3,1,1
17031832500.0,5.0,6.0,2,3,1,1
17031832600.0,3.0,7.0,1,1,1,1
17031832900.0,3.0,5.0,1,3,1,1
17031833000.0,5.0,7.0,1,2,1,2
17031833100.0,4.0,6.0,1,1,1,1
17031833300.0,4.0,6.0,1,3,1,1
17031833900.0,4.0,5.0,13,14,1,1
17031834000.0,11.0,11.0,1,4,1,1
17031834200.0,1.0,5.0,8,10,1,1
17031834300.0,3.0,5.0,7,7,1,1
17031834400.0,3.0,5.0,3,5,1,1
17031834500.0,4.0,4.0,2,2,1,1
17031834600.0,2.0,6.0,1,2,1,1
17031834700.0,8.0,8.0,4,5,1,1
17031834800.0,4.0,11.0,1,5,1,1
17031834900.0,6.0,7.0,2,3,1,1
17031835000.0,4.0,10.0,5,5,1,1
17031835100.0,4.0,10.0,4,5,1,1
17031835200.0,9.0,10.0,3,4,1,1
17031835500.0,7.0,9.0,2,3,1,1
17031835600.0,4.0,6.0,2,2,1,1
17031835700.0,6.0,8.0,1,2,1,1
17031835800.0,4.0,7.0,1,1,1,1
17031835900.0,6.0,6.0,1,1,1,1
17031836000.0,5.0,6.0,2,3,1,1
17031836100.0,1.0,6.0,1,1,1,2
17031836200.0,1.0,5.0,3,5,1,1
17031836300.0,3.0,3.0,4,4,1,1
17031836400.0,5.0,7.0,6,7,1,2
17031836500.0,4.0,6.0,6,6,1,1
17031836600.0,2.0,2.0,3,4,1,1
17031836700.0,1.0,2.0,2,2,1,1
17031836800.0,2.0,2.0,1,3,1,1
17031836900.0,2.0,3.0,1,3,1,1
17031837000.0,4.0,4.0,2,2,1,1
17031837100.0,2.0,3.0,1,3,1,1
17031837300.0,3.0,4.0,1,4,1,1
17031837400.0,5.0,5.0,1,2,1,2
17031837800.0,5.0,5.0,3,5,1,1
17031838000.0,3.0,3.0,2,3,1,1
17031838100.0,1.0,1.0,1,2,1,1
17031838200.0,1.0,1.0,2,2,1,1
17031838300.0,6.0,6.0,2,2,1,1
17031838600.0,2.0,3.0,3,5,1,1
17031838700.0,5.0,7.0,2,4,1,1
17031839000.0,5.0,6.0,1,1,1,1
17031839100.0,5.0,6.0,1,1,1,1
17031839200.0,1.0,2.0,3,4,1,1
17031839500.0,6.0,8.0,2,3,1,1
17031839600.0,4.0,6.0,2,3,1,1
17031839700.0,8.0,10.0,3,3,1,1
17031839800.0,8.0,9.0,2,3,1,1
17031839900.0,9.0,9.0,4,4,1,1
17031840000.0,7.0,8.0,2,3,1,1
17031840100.0,6.0,7.0,2,4,1,1
17031840200.0,7.0,8.0,1,2,1,2
17031840300.0,10.0,12.0,1,5,1,2
17031840400.0,6.0,8.0,1,3,1,1
17031840700.0,1.0,2.0,1,3,1,1
17031840800.0,5.0,7.0,3,4,1,1
17031841000.0,1.0,2.0,2,3,1,1
17031841100.0,4.0,5.0,1,2,1,1
17031841200.0,5.0,6.0,1,2,1,1
17031841300.0,3.0,4.0,2,3,1,1
17031841400.0,6.0,6.0,1,2,1,1
17031841500.0,3.0,3.0,3,4,1,1
17031841600.0,2.0,5.0,1,3,1,1
17031841700.0,2.0,5.0,1,3,1,1
17031841800.0,4.0,5.0,3,5,1,1
17031841900.0,6.0,7.0,1,1,1,2
17031842000.0,7.0,9.0,1,2,1,1
17031842100.0,4.0,6.0,5,7,1,1
17031842200.0,5.0,7.0,1,2,1,1
17031842300.0,6.0,8.0,2,6,1,1
17031842400.0,7.0,10.0,1,2,1,1
17031842500.0,5.0,6.0,2,2,1,1
17031842600.0,9.0,9.0,4,5,1,1
17031842800.0,7.0,12.0,1,4,1,1
17031842900.0,2.0,2.0,2,3,1,1
17031843000.0,3.0,6.0,2,4,1,1
17031843100.0,1.0,1.0,3,5,1,1
17031843200.0,4.0,6.0,1,2,1,1
17031843300.0,1.0,1.0,3,5,1,1
17031843400.0,7.0,10.0,1,5,1,1
17031843500.0,4.0,5.0,4,4,1,1
17031843600.0,2.0,5.0,2,3,1,1
17031843700.0,6.0,6.0,4,5,1,1
17031843800.0,6.0,6.0,2,3,1,1
17031843900.0,1.0,5.0,6,8,2,2
17031980100.0,8.0,9.0,2,5,1,1
