id,hospital_1,hospital_2,subway_1,subway_2,school_1,school_2
17031220901.0,6.0,8.0,4,6,1,1
17031220902.0,5.0,9.0,5,5,1,1
17031221000.0,7.0,8.0,2,4,1,2
17031221100.0,7.0,7.0,2,4,1,2
17031221200.0,7.0,7.0,2,3,1,1
17031221300.0,6.0,7.0,1,4,1,1
17031221400.0,5.0,6.0,1,3,1,1
17031221500.0,4.0,7.0,2,3,1,1
17031221600.0,3.0,6.0,2,3,1,1
17031222200.0,2.0,5.0,1,4,1,1
17031222500.0,5.0,5.0,2,3,1,1
17031222600.0,6.0,6.0,3,4,1,1
17031222700.0,6.0,6.0,3,5,1,2
17031222800.0,7.0,7.0,3,5,1,1
17031222900.0,7.0,7.0,4,6,1,1
17031230100.0,6.0,6.0,4,5,1,1
17031230200.0,5.0,5.0,4,6,1,1
17031230300.0,6.0,6.0,4,6,1,1
17031230400.0,6.0,6.0,5,7,1,1
17031230500.0,7.0,7.0,5,6,1,1
17031230600.0,6.0,8.0,5,6,1,1
17031230700.0,5.0,5.0,6,6,1,1
17031230800.0,4.0,4.0,5,6,1,1
17031230900.0,4.0,4.0,5,5,1,1
17031231100.0,3.0,3.0,4,5,1,1
17031231200.0,3.0,4.0,4,5,1,1
17031231500.0,1.0,4.0,2,4,1,1
17031240200.0,5.0,5.0,2,4,1,1
17031240300.0,4.0,5.0,1,4,1,1
17031240500.0,1.0,4.0,2,3,1,1
17031240600.0,2.0,3.0,1,4,2,2
17031240700.0,3.0,3.0,2,4,1,1
17031240800.0,5.0,5.0,3,4,1,1
17031240900.0,1.0,3.0,4,5,1,1
17031241000.0,2.0,2.0,3,5,1,1
17031241100.0,1.0,2.0,2,4,1,1
17031241200.0,1.0,4.0,2,4,1,1
17031241300.0,2.0,5.0,1,4,1,1
17031241400.0,3.0,3.0,1,3,1,1
17031241500.0,4.0,4.0,2,3,1,1
17031241600.0,5.0,7.0,1,5,1,1
17031242000.0,4.0,6.0,1,4,1,1
17031242100.0,3.0,5.0,1,3,1,1
17031242200.0,2.0,4.0,2,2,1,2
17031242300.0,1.0,4.0,3,3,1,1
17031242400.0,1.0,3.0,4,5,1,1
17031242500.0,2.0,2.0,4,5,1,1
17031242600.0,1.0,3.0,4,4,1,1
17031242700.0,1.0,2.0,3,3,1,1
17031242800.0,3.0,3.0,5,5,1,1
17031242900.0,3.0,4.0,4,5,1,1
17031243000.0,3.0,5.0,3,5,1,1
17031243100.0,4.0,5.0,2,4,1,1
17031243200.0,5.0,5.0,2,4,1,1
17031243300.0,5.0,5.0,2,2,1,1
17031243400.0,6.0,6.0,1,2,1,1
17031243500.0,6.0,8.0,1,1,1,1
17031250200.0,7.0,7.0,4,5,1,1
17031250300.0,6.0,7.0,6,6,1,1
17031250400.0,3.0,3.0,4,4,1,1
17031250500.0,1.0,4.0,3,4,1,1
17031250600.0,4.0,4.0,4,4,1,1
17031250700.0,5.0,6.0,5,5,1,1
17031250800.0,7.0,8.0,4,5,1,1
17031251000.0,7.0,7.0,2,3,1,1
17031251100.0,6.0,7.0,3,3,1,1
17031251200.0,4.0,6.0,3,3,1,1
17031251300.0,3.0,5.0,3,3,1,1
17031251400.0,1.0,5.0,1,2,1,1
17031251500.0,3.0,4.0,1,1,1,1
17031251600.0,5.0,5.0,1,2,1,1
17031251700.0,7.0,7.0,1,3,1,1
17031251800.0,5.0,5.0,1,1,1,1
17031251900.0,3.0,4.0,1,2,1,1
17031252000.0,2.0,3.0,1,1,1,1
17031252101.0,1.0,5.0,1,3,1,1
17031252102.0,1.0,5.0,3,3,1,1
17031252201.0,3.0,7.0,2,4,1,1
17031252202.0,4.0,7.0,1,3,1,1
17031260100.0,3.0,3.0,1,1,1,2
17031260200.0,4.0,4.0,1,2,1,1
17031260300.0,6.0,6.0,2,3,1,1
17031260400.0,6.0,7.0,2,3,1,1
17031260500.0,5.0,6.0,2,3,1,1
17031260600.0,5.0,6.0,2,3,1,1
17031260700.0,4.0,5.0,1,3,1,1
17031260800.0,3.0,5.0,1,3,1,2
17031260900.0,3.0,6.0,1,4,1,1
17031261000.0,5.0,7.0,2,4,1,1
17031270500.0,2.0,4.0,2,2,1,1
17031271200.0,3.0,4.0,1,2,1,1
17031271300.0,1.0,4.0,1,2,1,1
17031271400.0,1.0,4.0,2,3,1,1
17031271500.0,1.0,5.0,3,3,1,1
17031271800.0,3.0,4.0,3,5,1,1
17031280100.0,6.0,7.0,1,1,1,2
17031280400.0,3.0,3.0,1,3,1,1
17031280800.0,4.0,4.0,1,2,1,1
17031280900.0,4.0,5.0,2,3,1,1
17031281900.0,6.0,6.0,1,1,1,2
17031282700.0,3.0,5.0,1,4,1,1
17031282800.0,2.0,4.0,2,4,1,1
17031283100.0,2.0,4.0,2,3,1,1
17031283200.0,3.0,5.0,2,2,1,2
17031283800.0,4.0,6.0,3,4,1,1
17031290900.0,5.0,8.0,2,3,1,1
17031291200.0,3.0,4.0,3,4,1,1
17031291600.0,1.0,2.0,1,4,1,2
17031292200.0,5.0,6.0,1,2,1,1
17031292400.0,6.0,7.0,1,2,1,1
17031292500.0,6.0,9.0,1,4,1,1
17031300500.0,7.0,8.0,1,3,1,1
17031300600.0,7.0,8.0,2,3,1,1
17031300700.0,5.0,7.0,2,3,1,1
17031300800.0,4.0,6.0,2,3,1,1
17031300900.0,3.0,5.0,2,4,1,1
17031301100.0,3.0,5.0,4,4,1,1
17031301200.0,2.0,3.0,2,2,1,1
17031301600.0,6.0,7.0,4,4,1,1
17031301701.0,8.0,9.0,2,4,1,1
17031301702.0,8.0,9.0,3,5,1,1
17031301801.0,9.0,12.0,3,7,1,1
17031301802.0,9.0,10.0,3,5,1,1
17031301803.0,10.0,10.0,4,5,1,1
17031310200.0,6.0,8.0,5,6,1,1
17031310300.0,6.0,8.0,5,6,1,1
17031310400.0,5.0,7.0,5,5,1,1
17031310500.0,4.0,6.0,4,5,1,1
17031310600.0,3.0,5.0,3,4,1,1
17031310700.0,3.0,5.0,1,2,1,1
17031310800.0,4.0,5.0,1,2,1,1
17031310900.0,4.0,4.0,1,3,1,1
17031320100.0,2.0,2.0,1,2,1,4
17031320400.0,4.0,5.0,1,1,1,2
17031320600.0,3.0,4.0,1,1,2,2
17031330100.0,2.0,3.0,1,2,1,2
17031330200.0,5.0,6.0,1,1,1,2
17031340300.0,5.0,6.0,2,3,1,1
17031340400.0,4.0,5.0,3,3,1,1
17031340500.0,6.0,7.0,1,3,1,1
17031340600.0,8.0,8.0,1,3,1,1
17031350100.0,1.0,3.0,3,4,1,2
17031350400.0,3.0,4.0,3,4,1,1
17031351000.0,2.0,4.0,4,5,1,1
17031351100.0,3.0,5.0,3,4,1,1
17031351400.0,6.0,8.0,1,2,1,1
17031351500.0,7.0,8.0,2,2,1,1
17031360200.0,3.0,5.0,4,5,1,1
17031380100.0,5.0,6.0,3,4,1,1
17031380200.0,5.0,6.0,3,4,1,1
17031380500.0,7.0,8.0,2,3,1,1
17031380700.0,5.0,8.0,1,2,1,2
17031381200.0,2.0,6.0,1,2,1,2
17031381400.0,3.0,7.0,1,2,1,1
17031381500.0,4.0,8.0,1,2,1,1
17031381700.0,4.0,6.0,1,2,1,1
17031381800.0,2.0,6.0,1,2,1,1
17031381900.0,1.0,6.0,1,2,1,2
17031390100.0,6.0,6.0,6,7,1,1
17031390200.0,6.0,6.0,5,6,1,1
17031390300.0,7.0,7.0,4,5,1,1
17031390400.0,3.0,4.0,3,4,1,1
17031390500.0,4.0,4.0,4,5,1,1
17031390600.0,5.0,5.0,5,6,1,1
17031390700.0,4.0,6.0,7,7,1,1
17031400300.0,3.0,4.0,2,2,1,2
17031400400.0,3.0,4.0,1,2,1,1
17031400500.0,3.0,5.0,1,2,1,1
17031400800.0,5.0,5.0,1,3,1,1
17031410100.0,4.0,5.0,7,8,1,2
17031410200.0,4.0,6.0,6,7,1,1
17031410500.0,3.0,4.0,5,5,1,1
17031410600.0,3.0,4.0,5,5,1,1
17031410700.0,3.0,6.0,5,7,1,1
17031410800.0,4.0,5.0,6,7,1,1
17031410900.0,3.0,5.0,6,8,1,1
17031411000.0,2.0,5.0,5,7,1,2
17031411100.0,4.0,5.0,5,7,1,1
17031411200.0,3.0,5.0,5,7,1,1
17031420100.0,1.0,5.0,5,7,1,2
17031420200.0,3.0,3.0,3,5,1,1
17031420300.0,1.0,5.0,2,4,1,1
17031420400.0,1.0,6.0,1,3,1,1
17031420500.0,2.0,5.0,1,2,1,2
17031420600.0,3.0,5.0,1,2,1,1
17031420700.0,3.0,7.0,1,1,1,2
17031420800.0,3.0,6.0,1,3,1,1
17031421200.0,4.0,8.0,2,2,1,1
17031430101.0,1.0,4.0,6,8,1,1
17031430102.0,2.0,5.0,8,10,1,1
17031430200.0,2.0,3.0,5,7,1,2
17031430300.0,3.0,4.0,4,6,1,1
17031430400.0,2.0,5.0,5,7,1,1
17031430500.0,2.0,3.0,6,8,1,1
17031430600.0,2.0,3.0,7,9,1,1
17031430700.0,3.0,4.0,9,11,1,1
17031430800.0,2.0,3.0,8,10,1,1
17031430900.0,1.0,4.0,7,9,1,1
17031431200.0,1.0,4.0,9,11,1,1
17031431301.0,3.0,5.0,10,12,1,1
17031431302.0,3.0,4.0,10,12,1,1
17031431400.0,5.0,5.0,11,13,1,1
17031440101.0,4.0,6.0,6,6,1,1
17031440102.0,4.0,7.0,5,5,1,1
17031440201.0,7.0,7.0,3,4,1,1
17031440202.0,6.0,8.0,3,3,1,1
17031440300.0,8.0,8.0,1,2,1,1
17031440600.0,9.0,9.0,1,2,1,1
17031440700.0,6.0,7.0,4,4,1,1
17031440800.0,6.0,7.0,4,5,1,1
17031440900.0,7.0,7.0,3,4,1,2
17031450300.0,2.0,4.0,10,10,1,1
17031460100.0,5.0,6.0,12,14,1,1
17031460200.0,4.0,6.0,13,15,1,1
17031460301.0,2.0,4.0,12,13,1,1
17031460302.0,2.0,4.0,11,13,1,2
17031460400.0,1.0,3.0,11,12,1,2
17031460500.0,1.0,5.0,11,11,1,1
17031460600.0,3.0,3.0,13,13,1,1
17031460700.0,4.0,4.0,14,14,1,1
17031461000.0,3.0,5.0,12,13,1,1
17031470100.0,5.0,6.0,5,6,1,1
17031480100.0,3.0,3.0,9,10,1,1
17031480200.0,4.0,5.0,7,8,1,1
17031480300.0,4.0,5.0,6,7,1,1
17031480400.0,2.0,5.0,9,10,1,1
17031480500.0,1.0,5.0,11,12,1,1
17031490300.0,9.0,9.0,1,2,1,1
17031490400.0,8.0,8.0,2,3,1,2
17031490500.0,9.0,9.0,2,4,1,1
17031490600.0,11.0,11.0,1,4,1,1
17031490700.0,11.0,12.0,2,5,1,1
17031490800.0,9.0,10.0,3,5,1,1
17031490902.0,9.0,10.0,4,6,1,1
17031500100.0,6.0,7.0,6,7,1,1
17031500200.0,8.0,9.0,6,8,1,1
17031510100.0,3.0,7.0,11,12,1,1
17031510200.0,2.0,6.0,10,11,1,1
17031510300.0,2.0,6.0,9,10,1,1
17031520200.0,4.0,8.0,12,13,1,1
17031520300.0,6.0,10.0,14,15,1,1
17031520400.0,6.0,10.0,14,15,1,1
17031560100.0,11.0,12.0,3,5,1,1
17031560200.0,10.0,12.0,4,5,1,1
17031560300.0,10.0,11.0,4,4,1,1
17031560400.0,10.0,11.0,3,4,1,1
17031560700.0,7.0,11.0,4,6,1,1
17031560800.0,5.0,12.0,6,8,1,1
17031560900.0,3.0,11.0,7,8,1,1
17031561000.0,4.0,12.0,8,9,1,1
17031561100.0,5.0,11.0,5,8,1,1
17031570100.0,10.0,11.0,2,3,1,2
17031570200.0,11.0,12.0,2,4,1,1
17031570300.0,10.0,12.0,1,4,1,1
17031570400.0,11.0,12.0,2,4,1,1
17031570500.0,9.0,11.0,1,3,1,2
17031580100.0,11.0,11.0,2,5,1,1
17031580200.0,10.0,10.0,3,4,1,1
17031580300.0,9.0,10.0,3,4,1,2
17031580400.0,9.0,10.0,2,3,1,2
17031580501.0,9.0,10.0,3,4,1,1
17031580502.0,9.0,11.0,2,4,1,1
17031580600.0,9.0,12.0,3,4,1,1
17031580700.0,8.0,12.0,2,5,1,1
17031580800.0,7.0,13.0,1,5,1,1
17031590500.0,9.0,11.0,1,4,1,2
17031590600.0,8.0,10.0,1,3,1,1
17031590700.0,8.0,10.0,3,3,1,1
17031600400.0,7.0,8.0,1,3,1,1
17031600600.0,6.0,8.0,1,2,1,1
17031600700.0,6.0,8.0,1,2,1,1
17031600900.0,7.0,9.0,2,2,1,1
17031610300.0,10.0,14.0,3,8,1,1
17031610400.0,12.0,14.0,5,9,1,1
17031610800.0,7.0,8.0,2,4,1,1
17031611000.0,8.0,8.0,4,5,1,1
17031611100.0,11.0,11.0,6,7,1,1
17031611200.0,12.0,12.0,5,8,1,1
17031611300.0,10.0,13.0,3,8,1,1
17031611400.0,9.0,13.0,2,7,1,1
17031611500.0,8.0,13.0,1,6,1,1
17031611600.0,8.0,12.0,2,6,1,2
17031611700.0,9.0,11.0,3,5,1,1
17031611800.0,10.0,11.0,4,6,1,1
17031611900.0,10.0,10.0,6,6,1,1
17031612000.0,9.0,9.0,5,6,1,1
17031612100.0,8.0,8.0,4,5,1,1
17031620100.0,10.0,12.0,1,4,1,1
17031620200.0,8.0,10.0,1,2,1,1
17031620300.0,8.0,9.0,1,2,1,1
17031620400.0,6.0,9.0,3,3,1,1
17031630100.0,7.0,13.0,1,5,1,2
17031630200.0,6.0,12.0,2,3,1,1
17031630300.0,6.0,12.0,1,6,1,1
17031630400.0,5.0,11.0,2,4,1,1
17031630500.0,5.0,11.0,2,4,1,1
17031630800.0,4.0,10.0,3,4,1,1
17031630900.0,5.0,10.0,3,6,1,1
17031640100.0,8.0,9.0,1,4,1,1
17031640300.0,6.0,11.0,5,8,1,1
17031640400.0,5.0,13.0,9,10,1,1
17031640500.0,6.0,14.0,10,11,1,1
17031640600.0,7.0,10.0,4,7,1,1
17031640700.0,8.0,8.0,2,5,1,2
17031640800.0,7.0,8.0,2,5,1,1
17031650100.0,5.0,8.0,4,4,1,1
17031650200.0,7.0,8.0,1,3,1,1
17031650301.0,7.0,7.0,2,4,1,1
17031650302.0,4.0,7.0,4,5,1,1
17031650400.0,4.0,7.0,4,6,1,1
17031650500.0,6.0,6.0,3,5,1,1
17031660301.0,3.0,8.0,5,6,1,1
17031660302.0,3.0,9.0,4,5,1,2
17031660400.0,4.0,9.0,4,6,1,1
17031660500.0,4.0,8.0,5,5,1,1
17031660600.0,2.0,8.0,5,6,1,1
17031660700.0,6.0,11.0,4,7,1,1
17031660800.0,1.0,7.0,6,6,1,1
17031660900.0,1.0,6.0,7,7,1,1
17031661000.0,2.0,5.0,6,8,1,1
17031661100.0,2.0,5.0,7,8,1,1
17031670100.0,7.0,10.0,4,4,1,1
17031670200.0,8.0,10.0,3,5,1,1
17031670300.0,9.0,9.0,3,5,1,2
17031670400.0,8.0,10.0,3,5,1,2
17031670500.0,7.0,10.0,3,5,1,1
17031670600.0,7.0,9.0,2,6,1,1
17031670700.0,8.0,8.0,2,5,1,1
17031670800.0,7.0,9.0,1,4,1,2
17031670900.0,6.0,10.0,2,3,1,1
17031671100.0,7.0,8.0,1,4,1,2
17031671200.0,7.0,8.0,1,5,1,1
17031671300.0,6.0,9.0,3,7,1,1
17031671400.0,6.0,10.0,4,7,1,1
17031671500.0,5.0,8.0,4,6,1,1
17031671600.0,6.0,7.0,3,4,1,1
17031671800.0,6.0,8.0,5,5,1,1
17031671900.0,7.0,8.0,5,5,1,1
17031672000.0,4.0,7.0,5,7,1,1
17031680500.0,8.0,9.0,4,5,1,1
17031680600.0,5.0,11.0,2,3,1,1
17031680900.0,2.0,9.0,2,2,1,1
17031681000.0,4.0,9.0,1,4,1,1
17031681100.0,4.0,9.0,3,4,1,1
17031681200.0,3.0,10.0,3,3,1,1
17031681300.0,4.0,11.0,3,4,1,1
17031681400.0,6.0,9.0,5,5,1,1
17031690300.0,5.0,8.0,1,4,1,1
17031690400.0,7.0,7.0,1,4,1,1
17031690500.0,5.0,8.0,3,3,1,1
