tract_id,house_num,shape_area,shape_length,shape_area_c,shape_length_c,target
340300,670.0,1272730.8922813388,120103.52539887343,1170340.524625081,110229.7685155704,0
340400,430.0,1305968.8173258516,91713.90627113514,1215156.6493033273,84510.27376771129,0
340500,198.0,635535.1276548952,46549.41764931816,589599.5459346947,42915.778706899815,0
350100,4.0,16057.029811272385,1025.2417449027637,15505.590521957774,984.81262283207,0
350400,67.0,934867.1283630524,32588.37922496648,880633.7557708896,30705.866160113077,0
351000,11.0,71675.07185791615,3518.403987765126,68981.58213645958,3338.1935142094144,0
360200,113.0,721901.8181284202,34651.265341201455,677470.477270842,32243.08844837605,0
380100,210.0,851161.4926980769,49055.90033953951,783412.7268299629,44890.8038798754,0
380200,212.0,917283.7352867348,51917.4170767851,838021.5531871743,47336.19888514859,0
380500,107.0,766384.0141971745,34825.39738014827,711080.4005553332,32140.914440646106,0
381200,230.0,982178.4195227714,59137.5799214147,894925.624960168,53568.897933768574,0
381400,217.0,1472543.559040748,76209.56236991842,1359903.250594915,69903.10509127608,0
381500,202.0,1402800.176433066,76000.66375555171,1284911.2631256962,69450.97047206073,0
381900,217.0,1308124.351694381,62825.4435907551,1194317.0405243337,56751.2784878791,0
390300,136.0,1373702.8739381386,54592.22898632975,1268438.4000569975,49918.31594966271,0
390400,163.0,1116149.1721445324,55925.14696661982,1005339.871404994,50563.15542761464,0
390500,269.0,1057405.3461178392,72038.62494388848,983193.2343250276,66794.52570215617,0
400300,4.0,71369.68641314107,2336.3553876551982,66872.32299501049,2181.4223799943397,0
400400,181.0,921120.82465093,52870.30655184851,848374.8746796276,48607.97160825245,0
400800,134.0,908927.0846775192,45462.94257770252,851421.977470054,42424.95203000318,0
410100,15.0,196037.53921944104,6828.376712057004,174526.36398041924,6100.538355315026,0
410200,223.0,1999184.0027210675,85253.58965761575,1811199.32063329,77482.96227890327,0
410600,221.0,1729985.832552126,80701.90321436402,1577830.208614129,73498.18782838323,0
410700,251.0,2091959.8431159449,97167.315151644,1916733.049312756,89263.14484805033,0
410800,211.0,2251074.625710057,90247.44701270036,2047333.0227258937,82277.14650795168,0
420100,2.0,4494.897725444313,405.9926203466909,4402.511528875551,396.7716307696927,0
420300,155.0,1473785.1703585463,57470.40994371207,1315065.2095528126,51770.75608591252,0
420500,380.0,1299427.469422603,87546.72083765978,1195303.0559873483,80263.56544416465,0
420600,389.0,1350087.828749107,95992.82882425062,1232851.8977935724,87641.32274770924,0
420700,515.0,1029558.6405258032,95730.41779303816,940487.7403384872,87162.17697737424,0
430101,435.0,2134899.6754087694,128341.52331352576,1977293.78615162,119031.02384888432,0
430102,52.0,421240.92518276913,19336.816886859688,393304.1820076332,17927.34626314051,0
430200,484.0,1615302.0940794577,112823.20531508568,1513315.463175631,105843.58134200808,0
430300,325.0,1184387.0157951792,76496.76598768363,1099799.5376817714,70914.44480284982,0
430400,638.0,1374061.5690152403,112707.29847948144,1284456.335697047,105034.13702700204,0
430500,536.0,1847631.9492351352,129740.21078940728,1738045.762509358,122195.13663690444,0
430700,140.0,962553.2630861346,48983.68515176572,887419.1274877364,44912.776250679366,0
430800,800.0,2089975.0076318409,161013.65513453932,1976634.86649694,151911.00001125413,0
